name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
steps_b,8,,,,,,,,,8,lower_case_with_underscores
steps_a,13,,,,,,,,,13,lower_case_with_underscores
test_local_one_minus_erf,1,1,,,,,,,,,lower_case_with_underscores
extraopts,5,,,,,,,,,5,lowercase
merging_node,27,,,,,,,,,27,lower_case_with_underscores
output_var,23,,,,,,,,,23,lower_case_with_underscores
test_gemm_vector_vector,1,1,,,,,,,,,lower_case_with_underscores
v_isfinite,2,,,,,,,,,2,lower_case_with_underscores
o_cls,1,,,,,,,,,1,lower_case_with_underscores
four,7,,,,,,,,,7,lowercase
prefix,44,,,,,,16,,,28,lowercase
scipy_imported,7,,,,,,,,,7,lower_case_with_underscores
vartype,3,,,,,,,,,3,lowercase
output_val,35,,,,,,,,,35,lower_case_with_underscores
identical_seqs,3,,,,,,,,,3,lower_case_with_underscores
toInsert,10,,,,,,,,,10,mixedCase
inner_ins,15,,,,,,,,,15,lower_case_with_underscores
get_inp_idx,2,1,,,,,,,,1,lower_case_with_underscores
local_gpu_elemwise,1,1,,,,,,,,,lower_case_with_underscores
std_include_dirs,4,1,,1,,,,,,2,lower_case_with_underscores
regularize,5,,,,,,1,,,4,lowercase
test_dot_allocs_0,1,1,,,,,,,,,lower_case_with_underscores
time_start,3,,,,,,,,,3,lower_case_with_underscores
_set_stride,3,,,,,,,,,3,lower_case_with_underscores
transpose_inplace,8,1,,,,,,,,7,lower_case_with_underscores
test_reciprocal,1,1,,,,,,,,,lower_case_with_underscores
only_connected_to_nan,3,,,,,,,,,3,lower_case_with_underscores
no_default_updates,57,,,,,,45,,,12,lower_case_with_underscores
v_eh0,6,,,,,,,,,6,lower_case_with_underscores
x_indptr,9,,,,,,,,,9,lower_case_with_underscores
getMessage,1,,,,,,,,,1,mixedCase
i_idx_list,18,,,,,,,,,18,lower_case_with_underscores
BlasOp,5,,1,,,,,,,4,CapitalizedWords
GpuShape,3,,1,1,,,,,,1,CapitalizedWords
speed_elemwise_collapse2,1,1,,,,,,,,,lower_case_with_underscores
SpecifiedRegressionLayer,2,,1,,,,,,,1,CapitalizedWords
non_vector_sum,3,,,,,,,,,3,lower_case_with_underscores
steps_return,4,,,,,,,,,4,lower_case_with_underscores
GpuGemvTester,1,,,,,,,,,1,CapitalizedWords
T_value,5,,,,,,,,,5,ugly
TestMakeThunk,1,,1,,,,,,,,CapitalizedWords
pl_name,6,,,,,,,,,6,lower_case_with_underscores
_testDS,3,1,,,,,,,,2,mixedCase
pshape,8,,,,,,,,,8,lowercase
res_ref,29,,,,,,,,,29,lower_case_with_underscores
node_pos,3,,,,,,,,,3,lower_case_with_underscores
test_multiple_references,1,1,,,,,,,,,lower_case_with_underscores
tensor_x,4,,,,,,,,,4,lower_case_with_underscores
local_fill_to_alloc,1,1,,,,,,,,,lower_case_with_underscores
stop_v_,6,,,,,,,,,6,lower_case_with_underscores
test_pydotprint_return_image,1,1,,,,,,,,,lower_case_with_underscores
allvals,3,,,,,,,,,3,lowercase
ValueAttribute,2,,1,,,,,,,1,CapitalizedWords
x_vec,5,,,,,,,,,5,lower_case_with_underscores
destination_file,5,,,,,,,,,5,lower_case_with_underscores
key_pkl,32,,,,,,1,,,31,lower_case_with_underscores
p_step,2,,,,,,,,,2,lower_case_with_underscores
dot_vm,1,,,,,,1,,,,lower_case_with_underscores
op_flops,5,,,,,,,,,5,lower_case_with_underscores
fout,6,,,,,,,,,6,lowercase
loop_line2,2,,,,,,,,,2,lower_case_with_underscores
targs,2,,,,,,,,,2,lowercase
_generate_kernel_init,2,1,,,,,,,,1,lower_case_with_underscores
p_y,12,,,,,,,,,12,lower_case_with_underscores
test_incsubtensor_allocs0,1,1,,,,,,,,,lower_case_with_underscores
test_incsubtensor_allocs1,1,1,,,,,,,,,lower_case_with_underscores
local_incsubtensor_of_zeros,1,1,,,,,,,,,lower_case_with_underscores
test_true_div,1,1,,,,,,,,,lower_case_with_underscores
max_ndim,6,,,,,,,,,6,lower_case_with_underscores
get_shape_info,9,6,,,,,,,,3,lower_case_with_underscores
i_name,1,,,,,,,,,1,lower_case_with_underscores
fm12,2,,,,,,,,,2,lowercase
input_values,13,,,,,,,,,13,lower_case_with_underscores
clear_output,2,,,,,,,,,2,lower_case_with_underscores
ylen,4,,,,,,,,,4,lowercase
